step,epoch,loss,rewards/chosen,rewards/rejected,rewards/margins,rewards/accuracies,learning_rate
10,0.03333333333333333,1.1064905166625976,-0.7395556852221489,-0.19586060307919978,-0.5436950832605362,0.5,1.5e-06
20,0.06666666666666667,0.7820258140563965,-0.13092774245887995,-0.049654548056423664,-0.08127319514751434,0.4,3.1666666666666667e-06
30,0.1,0.3230307579040527,1.9288697019219398,0.30655336403287947,1.6223163187503815,0.8,4.833333333333333e-06
40,0.13333333333333333,0.05527767539024353,5.578821003437042,0.9827857062220573,4.596035301685333,1.0,4.833333333333333e-06
50,0.16666666666666666,0.007178054004907608,10.990371656417846,2.9910975337028503,7.999274134635925,1.0,4.648148148148148e-06
60,0.2,0.21689302921295167,15.737197780609131,3.270041336864233,12.467156362533569,0.9,4.462962962962963e-06
70,0.23333333333333334,0.0020117996260523795,17.18878846168518,3.488990640640259,13.69979794025421,1.0,4.277777777777778e-06
80,0.26666666666666666,0.02939552068710327,18.5982723236084,3.208634150028229,15.389638233184815,1.0,4.092592592592593e-06
90,0.3,0.14338265657424926,19.0505299448967,4.213839340209961,14.83669055700302,0.9,3.907407407407408e-06
100,0.3333333333333333,0.0007658276706933975,19.03984956741333,2.7944532155990602,16.245396280288695,1.0,3.7222222222222225e-06
110,0.36666666666666664,0.01585603505373001,18.163686180114745,2.198532783985138,15.965153574943542,1.0,3.537037037037037e-06
120,0.4,2.6736638392321766e-05,19.756084823608397,2.5739997208118437,17.182085037231445,1.0,3.351851851851852e-06
130,0.43333333333333335,0.0022907517850399017,21.70691599845886,3.07491220831871,18.63200399875641,1.0,3.1666666666666667e-06
140,0.4666666666666667,2.9801913115079515e-06,21.315806674957276,3.2952540457248687,18.020552730560304,1.0,2.9814814814814817e-06
150,0.5,4.2978118290193376e-05,19.987427520751954,1.8115430250763893,18.17588429450989,1.0,2.7962962962962963e-06
160,0.5333333333333333,0.19100511074066162,17.26406307220459,3.4551820546388625,13.808881092071534,0.9,2.6111111111111113e-06
170,0.5666666666666667,1.0370784002589062e-05,18.954397773742677,1.9129010677337646,17.041496562957764,1.0,2.425925925925926e-06
180,0.6,4.0531122067477556e-07,19.611746311187744,2.658662262558937,16.953083992004395,1.0,2.240740740740741e-06
190,0.6333333333333333,6.418672855943442e-05,18.5926691532135,2.6407838433980944,15.951885175704955,1.0,2.0555555555555555e-06
200,0.6666666666666666,0.001255260780453682,17.788711547851562,1.172080135345459,16.61663136482239,1.0,1.8703703703703705e-06
210,0.7,1.000129122985527e-05,20.101978302001953,3.0738282561302186,17.02815008163452,1.0,1.6851851851851852e-06
220,0.7333333333333333,0.0009909551590681076,18.98823184967041,2.3872706055641175,16.6009614944458,1.0,1.5e-06
230,0.7666666666666667,0.0013848627917468549,17.892162704467772,1.3965527856722475,16.49560980796814,1.0,1.3148148148148148e-06
240,0.8,6.996769225224853e-05,18.02168779373169,1.3652637429535388,16.65642375946045,1.0,1.1296296296296296e-06
250,0.8333333333333334,0.003435523062944412,17.17895927429199,1.8873047828674316,15.291654443740844,1.0,9.444444444444445e-07
260,0.8666666666666667,9.179077096632681e-07,20.364844512939452,1.0357654094696045,19.329079151153564,1.0,7.592592592592593e-07
270,0.9,1.242091675521806e-05,19.191043424606324,1.3829022862017155,17.808141231536865,1.0,5.740740740740741e-07
280,0.9333333333333333,9.179086191579699e-07,20.997422695159912,2.650627487897873,18.346795272827148,1.0,3.8888888888888895e-07
290,0.9666666666666667,1.978864020202309e-06,18.733396816253663,1.7629175695794401,16.970479106903078,1.0,2.0370370370370374e-07
300,1.0,9.536740890325745e-08,21.819565963745116,1.6277564197778702,20.19180965423584,1.0,1.851851851851852e-08
300,1.0,,,,,,
