step,epoch,loss,grad_norm,learning_rate
10,0.08,1.8221588134765625,0.6398570537567139,4.736842105263158e-06
20,0.16,1.76190242767334,0.6684897541999817,1e-05
30,0.24,1.7414775848388673,0.6358171105384827,1.5263157894736846e-05
40,0.32,1.7292497634887696,0.6551831364631653,1.99406528189911e-05
50,0.4,1.7123476028442384,0.582195520401001,1.9347181008902077e-05
60,0.48,1.6328737258911132,0.6847718358039856,1.8753709198813057e-05
70,0.56,1.540005588531494,0.7007432579994202,1.8160237388724037e-05
80,0.64,1.5007927894592286,0.7467127442359924,1.7566765578635017e-05
90,0.72,1.4329520225524903,0.724313497543335,1.6973293768545997e-05
100,0.8,1.5219660758972169,0.5697497725486755,1.6379821958456973e-05
110,0.88,1.402174949645996,0.7727959156036377,1.5786350148367956e-05
120,0.96,1.4486836433410644,0.706342339515686,1.5192878338278933e-05
130,1.04,1.3747393608093261,0.7267111539840698,1.4599406528189913e-05
140,1.12,1.3313079833984376,0.8380668759346008,1.4005934718100891e-05
150,1.2,1.4643402099609375,0.8295678496360779,1.3412462908011869e-05
160,1.28,1.460500717163086,0.8520198464393616,1.281899109792285e-05
170,1.3599999999999999,1.4180438041687011,0.8302934169769287,1.2225519287833829e-05
180,1.44,1.421158504486084,0.752985417842865,1.1632047477744807e-05
190,1.52,1.3093530654907226,0.8203630447387695,1.1038575667655787e-05
200,1.6,1.2887934684753417,0.9235168099403381,1.0445103857566767e-05
210,1.6800000000000002,1.3778939247131348,0.8133818507194519,9.851632047477747e-06
220,1.76,1.3586379051208497,0.7829514741897583,9.258160237388725e-06
230,1.8399999999999999,1.3832371711730957,0.7267451882362366,8.664688427299705e-06
240,1.92,1.335571002960205,0.9165393710136414,8.071216617210683e-06
250,2.0,1.391028594970703,0.6866374611854553,7.477744807121662e-06
260,2.08,1.243846607208252,0.9907627105712891,6.884272997032642e-06
270,2.16,1.433223056793213,0.7956585884094238,6.29080118694362e-06
280,2.24,1.2785176277160644,0.8604095578193665,5.6973293768546e-06
290,2.32,1.2760331153869628,0.8521068096160889,5.103857566765579e-06
300,2.4,1.2652706146240233,0.8487280011177063,4.510385756676558e-06
310,2.48,1.4195594787597656,0.8811604380607605,3.916913946587537e-06
320,2.56,1.384375762939453,1.0746597051620483,3.3234421364985163e-06
330,2.64,1.3056097030639648,0.8541265726089478,2.729970326409496e-06
340,2.7199999999999998,1.3179369926452638,0.9141433835029602,2.136498516320475e-06
350,2.8,1.2827718734741211,0.921601414680481,1.543026706231454e-06
360,2.88,1.4265174865722656,1.031766653060913,9.495548961424333e-07
370,2.96,1.2849746704101563,0.9229398369789124,3.560830860534125e-07
375,3.0,,,
