step,epoch,loss,rewards/chosen,rewards/rejected,rewards/margins,rewards/accuracies,learning_rate
10,0.03333333333333333,18.872982788085938,-16.775390625,-5.63818359375,-11.13720703125,0.5,1.5e-06
20,0.06666666666666667,15.1584228515625,-4.559326171875,0.724853515625,-5.2841796875,0.5,3.1666666666666667e-06
30,0.1,1.2736010551452637,37.329345703125,2.2901611328125,35.0391845703125,0.9,4.833333333333333e-06
40,0.13333333333333333,1.76175803062506e-05,77.999267578125,8.524658203125,69.474609375,1.0,4.833333333333333e-06
50,0.16666666666666666,0.006963995099067688,103.514404296875,32.545166015625,70.96923828125,1.0,4.648148148148148e-06
60,0.2,0.0047420203685760495,139.7783203125,34.73875427246094,105.03956604003906,1.0,4.462962962962963e-06
70,0.23333333333333334,0.0,131.9482421875,30.224853515625,101.723388671875,1.0,4.277777777777778e-06
80,0.26666666666666666,2.001953125,126.201171875,10.8836669921875,115.3175048828125,0.9,4.092592592592593e-06
90,0.3,0.39746530055999757,122.73480224609375,26.46044921875,96.27435302734375,0.9,3.907407407407408e-06
100,0.3333333333333333,0.0,135.217041015625,0.46484375,134.752197265625,1.0,3.7222222222222225e-06
110,0.36666666666666664,5.9604627722364964e-08,113.7158203125,9.9576416015625,103.7581787109375,1.0,3.537037037037037e-06
120,0.4,0.0,133.38427734375,-5.77532958984375,139.15960693359375,1.0,3.351851851851852e-06
130,0.43333333333333335,0.0,140.565673828125,4.69384765625,135.871826171875,1.0,3.1666666666666667e-06
140,0.4666666666666667,0.0,126.2998046875,10.9241943359375,115.3756103515625,1.0,2.9814814814814817e-06
150,0.5,0.0,127.11962890625,-3.650390625,130.77001953125,1.0,2.7962962962962963e-06
160,0.5333333333333333,0.0,115.498046875,1.1591796875,114.3388671875,1.0,2.6111111111111113e-06
170,0.5666666666666667,0.0,109.74072265625,-6.830718994140625,116.57144165039062,1.0,2.425925925925926e-06
180,0.6,0.0,126.02734375,5.7860107421875,120.2413330078125,1.0,2.240740740740741e-06
190,0.6333333333333333,0.0,112.40869140625,6.73016357421875,105.67852783203125,1.0,2.0555555555555555e-06
200,0.6666666666666666,0.0,114.963134765625,-8.86767578125,123.830810546875,1.0,1.8703703703703705e-06
210,0.7,0.0,137.2236328125,13.199951171875,124.023681640625,1.0,1.6851851851851852e-06
220,0.7333333333333333,0.0,124.00830078125,14.322998046875,109.685302734375,1.0,1.5e-06
230,0.7666666666666667,0.0,104.52099609375,0.8563232421875,103.6646728515625,1.0,1.3148148148148148e-06
240,0.8,0.0,126.1715087890625,2.8634033203125,123.30810546875,1.0,1.1296296296296296e-06
250,0.8333333333333334,1.192092824453539e-08,113.34814453125,2.5252685546875,110.8228759765625,1.0,9.444444444444445e-07
260,0.8666666666666667,0.0,126.67041015625,-5.736083984375,132.406494140625,1.0,7.592592592592593e-07
270,0.9,0.0,119.240478515625,0.83868408203125,118.40179443359375,1.0,5.740740740740741e-07
280,0.9333333333333333,0.0,126.170654296875,8.1246337890625,118.0460205078125,1.0,3.8888888888888895e-07
290,0.9666666666666667,0.0,113.670166015625,8.1455078125,105.524658203125,1.0,2.0370370370370374e-07
300,1.0,0.0,133.204833984375,2.530029296875,130.6748046875,1.0,1.851851851851852e-08
300,1.0,,,,,,
