step,epoch,loss,rewards/chosen,rewards/rejected,rewards/margins,rewards/accuracies,learning_rate
10,0.03333333333333333,0.6965982437133789,-0.012079345487290994,-0.005451049769180827,-0.006628295872360468,0.4,1.5e-06
20,0.06666666666666667,0.6987563133239746,-0.011040527233853936,-3.5522482357919215e-05,-0.011005004867911339,0.4,3.1666666666666667e-06
30,0.1,0.6669035911560058,0.06099438341334462,0.007219604641431942,0.053774779103696345,0.9,4.833333333333333e-06
40,0.13333333333333333,0.6219486236572266,0.18160106875002385,0.0323834219656419,0.14921764563769102,1.0,4.833333333333333e-06
50,0.16666666666666666,0.561116361618042,0.3889133229851723,0.10122790336608886,0.28768541738390924,1.0,4.648148148148148e-06
60,0.2,0.481601619720459,0.6463671714067459,0.14812542237341403,0.4982417494058609,0.9,4.462962962962963e-06
70,0.23333333333333334,0.3874392032623291,0.9658842533826828,0.19797228649258614,0.7679119765758514,1.0,4.277777777777778e-06
80,0.26666666666666666,0.3278383493423462,1.335605937242508,0.26507091596722604,1.0705350250005723,1.0,4.092592592592593e-06
90,0.3,0.26731607913970945,1.7171997115015984,0.4123620495200157,1.3048376739025116,0.9,3.907407407407408e-06
100,0.3333333333333333,0.20362536907196044,2.027253860235214,0.4248456940054893,1.6024081766605378,1.0,3.7222222222222225e-06
110,0.36666666666666664,0.18415675163269044,2.2686801224946977,0.3998194482177496,1.8688606530427934,0.9,3.537037037037037e-06
120,0.4,0.11503410339355469,2.905354917049408,0.5529014125466347,2.3524535655975343,1.0,3.351851851851852e-06
130,0.43333333333333335,0.10264676809310913,3.3387280106544495,0.7036307111382485,2.635097336769104,1.0,3.1666666666666667e-06
140,0.4666666666666667,0.06897391080856323,3.7136746883392333,0.8233522698283195,2.8903223991394045,1.0,2.9814814814814817e-06
150,0.5,0.06930164098739625,3.6435431480407714,0.6335980162024498,3.0099450945854187,1.0,2.7962962962962963e-06
160,0.5333333333333333,0.19362084865570067,3.564620500802994,1.0788891419768334,2.4857313334941864,0.9,2.6111111111111113e-06
170,0.5666666666666667,0.05950481295585632,3.9812352657318115,0.7901554927229881,3.1910797476768495,1.0,2.425925925925926e-06
180,0.6,0.04885379076004028,4.118395185470581,0.8894213704857975,3.2289738178253176,1.0,2.240740740740741e-06
190,0.6333333333333333,0.0549321174621582,4.289318096637726,0.9883316999301315,3.300986409187317,1.0,2.0555555555555555e-06
200,0.6666666666666666,0.07154006361961365,4.1345287442207335,0.6892392382025718,3.4452895402908323,1.0,1.8703703703703705e-06
210,0.7,0.05096355676651001,4.565800452232361,1.1154323428869248,3.450368082523346,1.0,1.6851851851851852e-06
220,0.7333333333333333,0.1005214810371399,4.4726029396057125,0.9921655064448714,3.480437457561493,1.0,1.5e-06
230,0.7666666666666667,0.07572128772735595,4.342502009868622,0.762253287434578,3.580248761177063,1.0,1.3148148148148148e-06
240,0.8,0.06569719314575195,4.245153141021729,0.7035762786865234,3.541576850414276,1.0,1.1296296296296296e-06
250,0.8333333333333334,0.08275314569473266,4.337496691942215,0.9025741949677467,3.434922432899475,1.0,9.444444444444445e-07
260,0.8666666666666667,0.027084293961524963,4.779235005378723,0.712808084115386,4.066426849365234,1.0,7.592592592592593e-07
270,0.9,0.04064578115940094,4.558571982383728,0.8655392289161682,3.6930327653884887,1.0,5.740740740740741e-07
280,0.9333333333333333,0.03467350006103516,5.03831799030304,1.2211779467761517,3.817140007019043,1.0,3.8888888888888895e-07
290,0.9666666666666667,0.03874521553516388,4.547591233253479,0.9167231291532516,3.6308680534362794,1.0,2.0370370370370374e-07
300,1.0,0.01935626268386841,5.207246279716491,0.8641055762767792,4.343140721321106,1.0,1.851851851851852e-08
300,1.0,,,,,,
